headline,category,date,link
How space tests our astronauts,Technology,13-Jan-18,https://knappily.com/technology/how-space-tests-our-astronauts/5a59b4d4e86af5432ba21dcc
The dream that couldn’t fly,Technology,11-Jan-18,https://knappily.com/technology/the-dream-that-couldnt-fly/5a5715a30a39f2c32bc8124b
Towards a computing apocalypse,Technology,07-Jan-18,https://knappily.com/technology/towards-a-computing-apocalypse/5a513d010a39f2c32bc81128
The robot that breaks a sweat,Technology,30-Dec-17,https://knappily.com/technology/the-robot-that-breaks-a-sweat/5a47472f77b3e313ac9159cb
2017: The best of India’s science,Technology,23-Dec-17,https://knappily.com/technology/2017-the-best-of-indias-science/5a3e82dd98d5e913a71d0c0a
2017: the Biggest of Science,Technology,20-Dec-17,https://knappily.com/technology/2017-the-biggest-of-science/5a3a9f5a75459d634a5c6a01
"Refurbished, reusable, remarkable",Technology,20-Dec-17,https://knappily.com/technology/refurbished-reusable-remarkable/5a3973a50ed7c7ce03d02d31
AI vs. Art,Technology,07-Dec-17,https://knappily.com/technology/ai-vs-art/5a2924889622cdde40a900f8
Blockchain without Bitcoin,Technology,04-Dec-17,https://knappily.com/technology/blockchain-without-bitcoin/5a2524ee7808f8d94009cd85
Tesla turns on world’s biggest battery,Technology,02-Dec-17,https://knappily.com/technology/tesla-turns-on-worlds-biggest-battery/5a22e3fd9622cdde40a8fee5
Is time really irreversible?,Technology,30-Nov-17,https://knappily.com/technology/is-time-really-irreversible/5a1fa3669622cdde40a8fd8a
Earth has an interstellar visitor,Technology,23-Nov-17,https://knappily.com/technology/earth-has-an-interstellar-visitor/5a15d52e7808f8d94009c689
Asgardia rises,Technology,19-Nov-17,https://knappily.com/technology/asgardia-rises/5a11c5f59622cdde40a8f74b
India and Japan go for the moon,Technology,18-Nov-17,https://knappily.com/technology/india-and-japan-go-for-the-moon/5a1078609622cdde40a8f6d5
"5G, the beginning",Technology,18-Nov-17,https://knappily.com/technology/5g-the-beginning/5a1039ef7808f8d94009c42b
Making a name on Mars,Technology,13-Nov-17,https://knappily.com/technology/making-a-name-on-mars/5a08a25e378092ad03371385
Bit by qubit,Technology,11-Nov-17,https://knappily.com/technology/bit-by-qubit/5a06f08cc7415d671d130039
Killing CAPTCHA gently,Technology,10-Nov-17,https://knappily.com/technology/killing-captcha-gently/5a05c996378092ad03371284
Virtual Exploration of the Great Pyramid of Giza,Technology,10-Nov-17,https://knappily.com/technology/virtual-exploration-of-the-great-pyramid-of-giza/5a058488c7415d671d12ffa0
Apple and all things secret,Technology,31-Oct-17,https://knappily.com/technology/apple-and-all-things-secret/59f830ebc7415d671d12fa7e
Of highs and floors,Technology,28-Oct-17,https://knappily.com/technology/of-highs-and-floors/59f45bb2d1d7d6cf445f3f6a
AI without humans,Technology,19-Oct-17,https://knappily.com/technology/ai-without-humans/59e861ca583078b32afc8333
Neutron-star mergers spotted for the first time,Technology,18-Oct-17,https://knappily.com/technology/neutron-star-mergers-spotted-for-the-first-time/59e6f593583078b32afc828f
Asphalt boost to Li-ion batteries,Technology,10-Oct-17,https://knappily.com/technology/asphalt-boost-to-li-ion-batteries/59dcb438477602f91e737de0
An atomic clock of unprecedented preciseness,Technology,08-Oct-17,https://knappily.com/technology/an-atomic-clock-of-unprecedented-preciseness/59da204fe629dcaf5df9ef2b
The witnesses of molecules,Technology,05-Oct-17,https://knappily.com/technology/the-witnesses-of-molecules/59d6338ae629dcaf5df9ec9f
The surfers of gravitational waves,Technology,04-Oct-17,https://knappily.com/technology/the-surfers-of-gravitational-waves/59d4c1cfe629dcaf5df9ebb0
The interpreters of the inner timekeeper,Technology,03-Oct-17,https://knappily.com/technology/the-interpreters-of-the-inner-timekeeper/59d342c8038dce19e933b23c
India aims at 5G,Technology,28-Sep-17,https://knappily.com/technology/india-aims-at-5g/59cca983931571700b17c586
The Dream Chaser,Technology,19-Sep-17,https://knappily.com/technology/the-dream-chaser/59c0b1c9a0fe5b4a4ddf24f9
India's contribution to the world: ZERO,Technology,17-Sep-17,https://knappily.com/technology/indias-contribution-to-the-world-zero/59bd367ca0fe5b4a4ddf23cd
Cassini: the victory of cosmic curiosity,Technology,14-Sep-17,https://knappily.com/technology/cassini-the-victory-of-cosmic-curiosity/59babdc3f85f09162fe69408
"iPhone X, but whY?",Technology,14-Sep-17,https://knappily.com/technology/iphone-x-but-why/59ba6e3e42991a163080d83a
Decoding the success of QR Code in China,Technology,12-Sep-17,https://knappily.com/technology/decoding-the-success-of-qr-code-in-china/59b8034095d66c5e8e0c59cb
China brings Mars to Earth,Technology,09-Sep-17,https://knappily.com/technology/china-brings-mars-to-earth/59b398b55994db5e88265340
The everlasting voyage,Technology,08-Sep-17,https://knappily.com/technology/the-everlasting-voyage/59b2aa8b3ccd0a4919e04ca6
When ISRO’s workhorse failed,Technology,04-Sep-17,https://knappily.com/technology/when-isros-workhorse-failed/59ad71e69d6cf645199c1f0d
Beneath the red surface,Technology,02-Sep-17,https://knappily.com/technology/beneath-the-red-surface/59aa584d3ccd0a4919e04afd
Kymriah: a breakthrough cancer drug,Technology,31-Aug-17,https://knappily.com/technology/kymriah-a-breakthrough-cancer-drug/59a80eb59d6cf645199c1e09
The sound of a neutron star,Technology,29-Aug-17,https://knappily.com/technology/the-sound-of-a-neutron-star/59a546bbc9ca406391f2b534
The next Android is here,Technology,23-Aug-17,https://knappily.com/technology/the-next-android-is-here/599d85ad91e3d11adff176ef
Only innovation can save the smartphone,Technology,21-Aug-17,https://knappily.com/technology/only-innovation-can-save-the-smartphone/599af8cbe4b24a26df2e74e0
Government goes big on big data,Technology,16-Aug-17,https://knappily.com/technology/government-goes-big-on-big-data/59948d017c6d4326d96e436d
"Of strengths, weaknesses and honest feedbacks",Technology,16-Aug-17,https://knappily.com/technology/of-strengths-weaknesses-and-honest-feedbacks/5993f92b7c6d4326d96e431b
Bitcoin splits today,Technology,01-Aug-17,https://knappily.com/technology/bitcoin-splits-today/59806f114c32ed5c146b7e01
"MS Paint lives, sort of",Technology,26-Jul-17,https://knappily.com/technology/ms-paint-lives-sort-of/5977be8d4c32ed5c146b7a4d
China’s real plan for Artificial Intelligence,Technology,23-Jul-17,https://knappily.com/technology/chinas-real-plan-for-artificial-intelligence/59747aeff2bc4d580cd39d83
The Dark Net can’t hide them,Technology,22-Jul-17,https://knappily.com/technology/the-dark-net-cant-hide-them/59735cbff2bc4d580cd39d17
The Great Firewall strikes again,Technology,19-Jul-17,https://knappily.com/technology/the-great-firewall-strikes-again/596f0aa34c8f0f20df1f16e5
The pricelessness of life,Technology,14-Jul-17,https://knappily.com/technology/the-pricelessness-of-life/596862c95257c1b234f36f04
GaN is the new silicon,Technology,12-Jul-17,https://knappily.com/technology/gan-is-the-new-silicon/59665fb7945ccdc1369b6c26
Beyond the ‘technical glitch’,Technology,11-Jul-17,https://knappily.com/technology/beyond-the-technical-glitch/596511f6fdac63ca36fdf456
The failure of Long March-5 Y2,Technology,03-Jul-17,https://knappily.com/technology/the-failure-of-long-march-5-y2/595a81a09cdb1a70c387b690
Rebooting India's cybersecurity,Technology,01-Jul-17,https://knappily.com/technology/rebooting-indias-cybersecurity/5957e8fbaeb395cb32713e8f
The potential of Genome-wide Association Studies,Technology,01-Jul-17,https://knappily.com/technology/the-potential-of-genome-wide-association-studies/595780a5b3410aa73252f839
GSAT-17…and beyond,Technology,30-Jun-17,https://knappily.com/technology/gsat-17and-beyond/595551159cdb1a70c387b52d
Built to destroy,Technology,29-Jun-17,https://knappily.com/technology/built-to-destroy/5954e6c972e59be95ada8689
Google vs. Privacy,Technology,25-Jun-17,https://knappily.com/technology/google-vs-privacy/594fff207579b5b0501e596c
Capturing ripples in space-time,Technology,25-Jun-17,https://knappily.com/technology/capturing-ripples-in-space-time/594f1d1b42e3a515a8ec6851
India’s eye-in-the-sky gets sharper,Technology,23-Jun-17,https://knappily.com/technology/indias-eye-in-the-sky-gets-sharper/594ca43872e59be95ada84c4
Google takes on online terror propaganda,Technology,21-Jun-17,https://knappily.com/technology/google-takes-on-online-terror-propaganda/5949b0a542e3a515a8ec6724
Pig cells offer hope to Parkinson’s patients,Technology,19-Jun-17,https://knappily.com/technology/pig-cells-offer-hope-to-parkinsons-patients/594796b542e3a515a8ec66d2
Freedom vs Security,Technology,17-Jun-17,https://knappily.com/technology/freedom-vs-security/5945110572e59be95ada8328
Jupiter might be the oldest planet,Technology,16-Jun-17,https://knappily.com/technology/jupiter-might-be-the-oldest-planet/5943cb470c8071cd41e6042e
Apple’s Siri takes on Amazon’s Alexa,Technology,11-Jun-17,https://knappily.com/technology/apples-siri-takes-on-amazons-alexa/593ccd45c3690deb157944cf
iOS 11 is here,Technology,07-Jun-17,https://knappily.com/technology/ios-11-is-here/5937a1e2c3690deb15794413
The rise of the citizen scientist,Technology,06-Jun-17,https://knappily.com/technology/the-rise-of-the-citizen-scientist/59362b509cdb1a70c387aee3
Fat Boy takes off,Technology,05-Jun-17,https://knappily.com/technology/fat-boy-takes-off/593580ff72e59be95ada7fbe
The rising internet giant,Technology,05-Jun-17,https://knappily.com/technology/the-rising-internet-giant/593543b0b652ac70bd00cd83
Judy hits Android,Technology,29-May-17,https://knappily.com/technology/judy-hits-android/592c0be0f16692413ac91387
Strengthening industry-academia linkage,Technology,25-May-17,https://knappily.com/technology/strengthening-industry-academia-linkage/59263d6172e59be95ada7c5a
The future of uterus transplants in India,Technology,23-May-17,https://knappily.com/technology/the-future-of-uterus-transplants-in-india/5923d7edf16692413ac91227
"New anti-virus, WannaTry?",Technology,20-May-17,https://knappily.com/technology/new-anti-virus-wannatry/59200431d8eb1d83014ac375
It is ‘AI First’ for Google,Technology,19-May-17,https://knappily.com/technology/it-is-ai-first-for-google/591ecaa59bd3d848260f5d30
"Politics divides, Physics unites",Technology,18-May-17,https://knappily.com/technology/politics-divides-physics-unites/591d504b46d3137ca15cfcdf
A preview of cyber apocalypse,Technology,14-May-17,https://knappily.com/technology/a-preview-of-cyber-apocalypse/59180ede9850cb4dd06de161
Train the brain with Neurofeedback,Technology,11-May-17,https://knappily.com/technology/train-the-brain-with-neurofeedback/5913e1df611b5e3113e9f95f
Breaking the antimicrobial resistance,Technology,09-May-17,https://knappily.com/technology/breaking-the-antimicrobial-resistance/5910bba889a17318226db61c
A secret weapon for space war?,Technology,08-May-17,https://knappily.com/technology/a-secret-weapon-for-space-war/591064ecff82c73d22ad1bb9
Is the smartphone already dead?,Technology,06-May-17,https://knappily.com/technology/is-the-smartphone-already-dead/590d96d6ca0142e779c08943
Phishing me softly,Technology,05-May-17,https://knappily.com/technology/phishing-me-softly/590c3983ca0142e779c088d0
Above the Surface,Technology,04-May-17,https://knappily.com/technology/above-the-surface/590b369d2c2304760e5d3d8d
Indian Diplomacy hits the stratosphere,Technology,01-May-17,https://knappily.com/technology/indian-diplomacy-hits-the-stratosphere/590749472c2304760e5d3c17
A city in a font,Technology,01-May-17,https://knappily.com/technology/a-city-in-a-font/59070d3bca0142e779c086ec
A ray of hope for glaucoma patients,Technology,28-Apr-17,https://knappily.com/technology/a-ray-of-hope-for-glaucoma-patients/59031255ca0142e779c08537
Vomitoxin threatens global corn supplies,Technology,23-Apr-17,https://knappily.com/technology/vomitoxin-threatens-global-corn-supplies/58fc4ad42c2304760e5d367f
Typing by telepathy,Technology,22-Apr-17,https://knappily.com/technology/typing-by-telepathy/58fad6cf2c2304760e5d35fd
Amazon goes Over The Top with its stick,Technology,21-Apr-17,https://knappily.com/technology/amazon-goes-over-the-top-with-its-stick/58f9d1eaca0142e779c0816e
Recapturing the SPARK,Technology,16-Apr-17,https://knappily.com/technology/recapturing-the-spark/58f37f9f9b38a80c873ce227
Mars proves its metal,Technology,13-Apr-17,https://knappily.com/technology/mars-proves-its-metal/58ef2baa9587c762f64d2c95
"Alexa, we may have a problem",Technology,09-Apr-17,https://knappily.com/technology/alexa-we-may-have-a-problem/58e9f1fc9587c762f64d2990
Artificial Life may be a reality soon,Technology,07-Apr-17,https://knappily.com/technology/artificial-life-may-be-a-reality-soon/58e6a95ebb6ac64f6fb1f269
Taming a typhoon,Technology,06-Apr-17,https://knappily.com/technology/taming-a-typhoon/58e53f94f2d6da2259ce29dd
Cassini will go down exploding,Technology,05-Apr-17,https://knappily.com/technology/cassini-will-go-down-exploding/58e518e6ac2bb97f6ef3b2fc
Musk reloads Matrix with Neuralink,Technology,01-Apr-17,https://knappily.com/technology/musk-reloads-matrix-with-neuralink/58df3e8b5cd62d312885de55
